"Категория";"URL категории";"Товар";"Вариант";"Описание";"Цена";"URL";"Изображение";"Артикул";"Количество";"Активность";"Заголовок [SEO]";"Ключевые слова [SEO]";"Описание [SEO]";"Старая цена";"Рекомендуемый";"Новый";"Сортировка";"Вес";"Связанные артикулы";"Смежные категории";"Ссылка на товар";"Валюта";"Свойства";
"Респираторы ";"respiratory";"Изолирующая полумаска со сменными комбинированными фильтрами ""БРИЗ-3201 (РУ)""";;"<div>Изолирующая полумаска со сменными комбинированными фильтрами Бриз-3201 (РУ) предназначена для защиты органов дыхания от вредных паров, газов и аэрозолей, присутствующих в воздухе рабочих зон производственных и иных помещений. Применяется при объемной доле свободного кислорода не менее 17% и концентрации вредных веществ не более 0,1% (объёмных) при температуре от -40 до +50 градусов С.</div><div>Бриз-3201 (РУ) состоит из изолирующей полумаски и двух сменных противогазовых фильтров. По заявке потребителя полумаска комплектуется сменными фильтрами марок: А1P1D, В1P1D, Е1P1D, К1P1D, A1B1E1P1D, А1В1Е1К1P1D.</div><div>Изолирующая полумаска изготовлена из термопластичного изолирующего материала, снабжена эластичным оголовьем. Полоса обтюрации полумаски закрыта трикотажной лентой. В боковых отверстиях полумаски закреплены манжеты с клапанами вдоха, в которые вставляются сменные комбинированные фильтры различных марок, а в нижнем отверстии полумаски закреплён клапан выдоха, закрытый предохранительным экраном.</div><table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""line-height:16px;"">	<tbody>		<tr>			<td rowspan=""2"" style=""width:124px;height:18px;"">			<div align=""center""><strong>Марка фильтра</strong></div>			</td>			<td rowspan=""2"" style=""width:777px;height:18px;"">			<div align=""center""><strong>Вещества, от которых защищает фильтр</strong></div>			</td>			<td height=""18"" style=""height:18px;""></td>		</tr>		<tr>			<td height=""15"" style=""height:15px;""></td>		</tr>		<tr>			<td style=""width:124px;height:5px;"">			<div align=""center"">А1P1D</div>			</td>			<td style=""width:777px;height:5px;"">			<div>От паров и газов органических веществ с температурой кипения выше 65°С (циклогексан, бензол, ксилол, толуол, анилин, ацетонитрил, нитробензол, фенол, фурфурол и др.) и аэрозолей (пыль, дым, туман)</div>			</td>			<td height=""5"" style=""height:5px;""></td>		</tr>		<tr>			<td style=""width:124px;height:5px;"">			<div align=""center"">В1P1D</div>			</td>			<td style=""width:777px;height:5px;"">			<div>От неорганических газов и паров (хлор, сероводород, синильная кислота, хлорциан, сероуглерод, йод и др.), кроме оксида углерода и аэрозолей (пыль, дым, туман)</div>			</td>			<td height=""5"" style=""height:5px;""></td>		</tr>		<tr>			<td style=""width:124px;height:5px;"">			<div align=""center"">Е1P1D</div>			</td>			<td style=""width:777px;height:5px;"">			<div>От кислых газов и паров (диоксид серы, хлорид водорода, фосфин и др.) и аэрозолей (пыль, дым, туман)</div>			</td>			<td height=""5"" style=""height:5px;""></td>		</tr>		<tr>			<td style=""width:124px;height:5px;"">			<div align=""center"">К1P1D</div>			</td>			<td style=""width:777px;height:5px;"">			<div>От аммиака и его органических производных и аэрозолей (пыль, дым, туман)</div>			</td>			<td height=""5"" style=""height:5px;""></td>		</tr>		<tr>			<td style=""width:124px;height:5px;"">			<div align=""center"">А1В1Е1P1D</div>			</td>			<td style=""width:777px;height:5px;"">			<div>От органических веществ с температурой кипения выше 65 градусов C, неорганических и кислых газов и паров и аэрозолей (пыль, дым, туман)</div>			</td>			<td height=""5"" style=""height:5px;""></td>		</tr>		<tr>			<td style=""width:124px;height:5px;"">			<div align=""center"">А1В1Е1К1P1D</div>			</td>			<td style=""width:777px;height:5px;"">			<div>От органических веществ с температурой кипения выше 65 градусов C, неорганических и кислых газов и паров, аммиака и его производных и аэрозолей (пыль, дым, туман)</div>			</td>		</tr>	</tbody></table><p>&nbsp;<div></div></p><div><h4><strong>Технические характеристики</strong></h4><table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""line-height:16px;"">	<tbody>		<tr>			<td rowspan=""2"" style=""width:37px;height:15px;"">			<div align=""center""><strong>№ п/п</strong></div>			</td>			<td rowspan=""2"" style=""width:535px;height:15px;"">			<div align=""center""><strong>Наименование показателя</strong></div>			</td>			<td rowspan=""2"" style=""width:146px;height:15px;"">			<div align=""center""><strong>Значение показателя</strong></div>			</td>			<td height=""15"" style=""height:15px;""></td>		</tr>		<tr>			<td height=""12"" style=""height:12px;""></td>		</tr>		<tr>			<td style=""width:37px;height:4px;"">			<div align=""center"">1</div>			</td>			<td style=""width:535px;height:4px;"">			<div>Сопротивление воздушному потоку при расходе 30 дм куб./мин</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не более 150 Па</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:37px;height:4px;"">			<div align=""center"">2</div>			</td>			<td style=""width:535px;height:4px;"">			<div>Коэффициент проницаемости противоаэрозольного фильтра</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не более 20 %</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:37px;height:4px;"">			<div align=""center"">3</div>			</td>			<td style=""width:535px;height:4px;"">			<div>Масса полумаски с фильтрами (в сборе)</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не более 350 грамм</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:37px;height:4px;"">			<div align=""center"">4</div>			</td>			<td style=""width:535px;height:4px;"">			<div>Температурный диапазон использования</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">от -40 до +50 °С</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:37px;height:4px;"">			<div align=""center"">5</div>			</td>			<td style=""width:535px;height:4px;"">			<div>Гарантийный срок хранения</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не менее 3 лет</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td rowspan=""6"" style=""width:37px;height:4px;"">			<div align=""center"">6</div>			</td>			<td colspan=""2"" style=""width:681px;height:4px;"">			<div align=""center""><strong>Время защитного действия, при воздействующих концентрациях веществ</strong></div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:535px;height:4px;"">			<div>- по циклогексану при концентрации 3,5 мг/дм куб. (А1)</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не менее 70 мин.</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:535px;height:4px;"">			<div>- по хлору при концентрации 3,0 мг/дм куб. (В1)</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не менее 20 мин.</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:535px;height:4px;"">			<div>- по сероводороду при концентрации 1,4 мг/дм куб. (В1)</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не менее 40 мин.</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:535px;height:4px;"">			<div>- по диоксиду серы при концентрации 2,7 мг/дм куб. (Е1)</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не менее 20 мин.</div>			</td>			<td height=""4"" style=""height:4px;""></td>		</tr>		<tr>			<td style=""width:535px;height:4px;"">			<div>- по аммиаку при концентрации 0,7 мг/дм куб. (К1)</div>			</td>			<td style=""width:146px;height:4px;"">			<div align=""center"">не менее 50 мин.</div>			</td>		</tr>	</tbody></table></div>";"0";"izoliruyuschaya-polumaska-so-smennymi-kombinirovannymi-filtrami-briz-3201-ru";Briz-3201RY.png;"1004С";"-1";"1";"Чехол-книжка G-Case Slim Premium для Samsung Galaxy Tab 4";"Чехол-книжка, G-Case Slim Premium, для Samsung Galaxy Tab 4,  чехол";"Чехол-книжка G-Case Slim Premium для Samsung Galaxy Tab 4 10.1"" – стильный кожаный чехол на все случаи жизни. ";1;"0";"1";"34";0;"520des,4516s,2009M,4520K,1006A";;;UAH;"Изготовитель=Бриз&Покрытие=";
"Респираторы ";"respiratory";"Полумаска фильтрующая для защиты от аэрозолей ""Бриз-1101""";;"<div>Полумаска фильтрующая для защиты от аэрозолей ""Бриз-1101"" предназначена для защиты органов дыхания от различных видов аэрозолей не выделяющих токсичных газов и паров, в том числе: растительного, животного, металлургического, силикатного, горнорудного, угольного, текстильного происхождения, находящихся в воздухе. Фильтрующая полумаска сделана из материала ФП.</div><div>""Бриз-1101"" представляет собой бесклапанную фильтрующую полумаску с обтюратором, носовым зажимом и двумя лямками из саржевой ленты, к которым крепится оголовье из эластичного шнура. Внутрь полумаски вставлена пластмассовая распорка. Полумаски производятся двух ростов: 2 и 3, которые различаются между собой величиной размера по полосе обтюрации.</div><div>Полумаски фильтрующие противоаэрозольные Бриз-1101 соответствуют 1, 2, 3 классу защиты (FFP1, FFP2, FFP3) в зависимости от применяемого фильтрующего материала. Срок службы, в зависимости от концентрации аэрозолей, 1-7 рабочих смен.</div><h4><strong>Технические характеристики</strong></h4><table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""line-height:16px;"">	<tbody>		<tr>			<td rowspan=""2"" style=""width:65px;height:18px;"">			<div align=""center""><strong>№ п/п</strong></div>			</td>			<td rowspan=""2"" style=""width:411px;height:18px;"">			<div align=""center""><strong>Наименование показателя</strong></div>			</td>			<td colspan=""3"" style=""width:423px;height:18px;"">			<div align=""center""><strong>Значение показателя</strong></div>			</td>		</tr>		<tr>			<td style=""width:141px;height:15px;"">			<div align=""center""><strong>FFP1</strong></div>			</td>			<td style=""width:141px;height:15px;"">			<div align=""center""><strong>FFP2</strong></div>			</td>			<td style=""width:141px;height:15px;"">			<div align=""center""><strong>FFP3</strong></div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">1</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Сопротивление воздушному потоку при расходе 30 дм куб./мин</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не&nbsp;более 60 Па</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не&nbsp;более 70 Па</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не&nbsp;более 100 Па</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">2</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Проницаемость фильтрующего материала тест-аэрозолем</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 20 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 6 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 1 %</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">3</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Коэффициент проникания через полумаску фильтрующую</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 22 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 8 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 2 %</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">4</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Содержание диоксида углерода во вдыхаемом воздухе</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 1 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 1 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 1 %</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">5</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Масса полумаски фильтрующей</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 20 г</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 20 г</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 20 г</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">6</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Гарантийный срок хранения</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не менее 3 лет</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не менее 3 лет</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не менее 3 лет</div>			</td>		</tr>	</tbody></table><p></p>";"0";"polumaska-filtruyuschaya-dlya-zaschity-ot-aerozoley-briz-1101";Briz-1101.png|samsung-t531-galaxy-tab-back1414885850.png;"2060B";"-1";"1";"Планшет Samsung Galaxy Tab S 8.4 SM-T700";"Планшет Samsung Galaxy Tab S 8.4 SM-T700";"Планшет Samsung Galaxy Tab S 8.4 SM-T700 - мощная многозадачная модель с Super AMOLED-экраном, мощной восьмимегапиксельной камерой, GPS-навигатором и свежей операционной системой Google Android 4.4. Она базируется на восьмиядерном процессоре Samsung Exynos Octa 5420, который обеспечивает быструю работу в любых приложениях.";1;"1";"1";"33";0,3;"520des,4516s,2009M,4520K,1006A";;;UAH;"Изготовитель=Бриз&Покрытие=";
"Респираторы ";"respiratory";"Полумаска фильтрующая для защиты от аэрозолей ""БРИЗ-1102 (У-2К)""";;"<table border=""0"" style=""line-height:16px;"">	<tbody>		<tr>			<td>			<div>Полумаска фильтрующая для защиты от аэрозолей ""Бриз-1102 (У-2К)"" обеспечивает защиту органов дыхания от силикатной, металлургической, горнорудной, угольной, радиоактивной и другой пыли, от некоторых бактериальных средств, дустов и порошкообразных удобрений, не выделяющих токсичные газы и пары.</div>			<div>""Бриз-1102 (У-2К)"" представляет собой фильтрующую полумаску, наружный фильтр которой изготовлен из полиуретанового поропласта, внутренняя его часть - из полиэтиленовой пленки.</div>			<div>Между поропластом и полиэтиленовой пленкой расположен второй фильтрующий слой из материала ФП. Два клапана вдоха крепятся к полиэтиленовой пленке. Клапан выдоха размещен в передней части полумаски и защищен экраном.</div>			<div>Полумаска производится двух ростов: 2 и 3, которые различаются между собой величиной размера по полосе обтюрации.</div>			<div>Срок службы, в зависимости от концентрации аэрозолей, до 30 рабочих смен.</div>			<h4><strong>Технические характеристики</strong></h4>			<table border=""1"" cellpadding=""0"" cellspacing=""0"">				<tbody>					<tr>						<td rowspan=""2"" style=""width:65px;height:18px;"">						<div align=""center""><strong>№ п/п</strong></div>						</td>						<td rowspan=""2"" style=""width:411px;height:18px;"">						<div align=""center""><strong>Наименование показателя</strong></div>						</td>						<td colspan=""3"" style=""width:423px;height:18px;"">						<div align=""center""><strong>Значение показателя</strong></div>						</td>					</tr>					<tr>						<td style=""width:141px;height:15px;"">						<div align=""center""><strong>FFP1</strong></div>						</td>						<td style=""width:141px;height:15px;"">						<div align=""center""><strong>FFP2</strong></div>						</td>						<td style=""width:141px;height:15px;"">						<div align=""center""><strong>FFP3</strong></div>						</td>					</tr>					<tr>						<td style=""width:65px;height:5px;"">						<div align=""center"">1</div>						</td>						<td style=""width:411px;height:5px;"">						<div>Сопротивление воздушному потоку при расходе 30 дм куб./мин</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не&nbsp;более 60 Па</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не&nbsp;более 70 Па</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не&nbsp;более 100 Па</div>						</td>					</tr>					<tr>						<td style=""width:65px;height:5px;"">						<div align=""center"">2</div>						</td>						<td style=""width:411px;height:5px;"">						<div>Проницаемость фильтрующего материала тест-аэрозолем</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 20 %</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 6 %</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 1 %</div>						</td>					</tr>					<tr>						<td style=""width:65px;height:5px;"">						<div align=""center"">3</div>						</td>						<td style=""width:411px;height:5px;"">						<div>Коэффициент проникания через полумаску фильтрующую</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 22 %</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 8 %</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 2 %</div>						</td>					</tr>					<tr>						<td style=""width:65px;height:5px;"">						<div align=""center"">4</div>						</td>						<td style=""width:411px;height:5px;"">						<div>Содержание диоксида углерода во вдыхаемом воздухе</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 1 %</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 1 %</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 1 %</div>						</td>					</tr>					<tr>						<td style=""width:65px;height:5px;"">						<div align=""center"">5</div>						</td>						<td style=""width:411px;height:5px;"">						<div>Масса полумаски фильтрующей</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 40 г</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 40 г</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не более 40 г</div>						</td>					</tr>					<tr>						<td style=""width:65px;height:5px;"">						<div align=""center"">6</div>						</td>						<td style=""width:411px;height:5px;"">						<div>Гарантийный срок хранения</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не менее 3 лет</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не менее 3 лет</div>						</td>						<td style=""width:141px;height:5px;"">						<div align=""center"">не менее 3 лет</div>						<div></div>						</td>					</tr>				</tbody>			</table>			</td>		</tr>	</tbody></table>";"0";"polumaska-filtruyuschaya-dlya-zaschity-ot-aerozoley-briz-1102-u-2k";Briz-1102U-2K.png;"2980M";"-1";"1";"Мышь APPLE Wired Mighty Mouse MB112ZM/B";"Мышь APPLE Wired Mighty Mouse MB112ZM/B";"Проводная оптическая компьютерная мышь от компании Apple.";1;"1";"1";"40";0;"";;;UAH;"Изготовитель=Бриз&Покрытие=";
"Респираторы ";"respiratory";"Изолирующая полумаска со сменным противоаэрозольным фильтром ""БРИЗ-1201 (Ф-62Ш)""";;"<div>Изолирующая полумаска &nbsp;со сменным противоаэрозольным фильтром ""Бриз-1201 (Ф-62Ш)"" предназначена для защиты органов дыхания от аэрозолей не выделяющих токсических газов и паров (силикатной, металлургической, горнорудной, угольной, табачной пыли, пыли порошкообразных удобрений и других видов пыли). Широко применяется шахтерами.</div><div>""Бриз-1201 (Ф-62Ш)"" состоит из изолирующей полумаски и одного пластикового патрона со сменным противоаэрозольным фильтром. Имеет эластичное регулируемое оголовье и трикотажный обтюратор.</div><div>""Бриз-1201 (Ф-62Ш)"" является средством защиты органов дыхания многоразового использования. Противоаэрозольный фильтр после отработки заменяется новым.</div><div>Срок службы сменного противоаэрозольного фильтра, в зависимости от концентрации аэрозолей, до 30 рабочих смен.</div><h4><strong>Технические характеристики</strong></h4><table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""line-height:16px;"">	<tbody>		<tr>			<td rowspan=""2"" style=""width:65px;height:18px;"">			<div align=""center""><strong>№ п/п</strong></div>			</td>			<td rowspan=""2"" style=""width:411px;height:18px;"">			<div align=""center""><strong>Наименование показателя</strong></div>			</td>			<td colspan=""3"" style=""width:423px;height:18px;"">			<div align=""center""><strong>Значение показателя</strong></div>			</td>		</tr>		<tr>			<td style=""width:141px;height:15px;"">			<div align=""center""><strong>FFP1</strong></div>			</td>			<td style=""width:141px;height:15px;"">			<div align=""center""><strong>FFP2</strong></div>			</td>			<td style=""width:141px;height:15px;"">			<div align=""center""><strong>FFP3</strong></div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">1</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Сопротивление воздушному потоку при расходе 30 дм куб./мин</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не&nbsp;более 60 Па</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не&nbsp;более 70 Па</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не&nbsp;более 120 Па</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">2</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Максимальная проницаемость тест-аэрозолями</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 20 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 6 %</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 0,05 %</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">3</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Масса полумаски</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 180 г</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 180 г</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не более 180 г</div>			</td>		</tr>		<tr>			<td style=""width:65px;height:5px;"">			<div align=""center"">4</div>			</td>			<td style=""width:411px;height:5px;"">			<div>Гарантийный срок хранения</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не менее 3 лет</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не менее 3 лет</div>			</td>			<td style=""width:141px;height:5px;"">			<div align=""center"">не менее 3 лет</div>			</td>		</tr>	</tbody></table>";"0";"izoliruyuschaya-polumaska-so-smennym-protivoaerozolnym-filtrom-briz-1201-f-62sh";Briz-1201F-62.png;"1086S";"-1";"1";"Внутренний SSD накопитель Samsung MZ-7TE1T0BW";"Внутренний SSD накопитель Samsung MZ-7TE1T0BW";"Внутренний SSD-накопитель Samsung MZ-7TE120BW 1Тб Sata III – это идеальное решение для ежедневных задач. С его помощью можно открывать веб-страницы, создавать документы, играть, просматривать и редактировать мультимедийные файлы, а также осуществлять множество других действий быстро и легко.";1;"1";"1";"53";0;"";;;UAH;"Изготовитель=Бриз&Покрытие=";
"Респираторы ";"respiratory";"Запасные фильтры к респиратору БРИЗ-3202";;"<p><span style=""color: rgb(102, 81, 9); font-family: Tahoma, Arial, Helvetica, sans-serif; font-size: 12px; line-height: 14.3999996185303px; text-align: justify;"">Защищают от паров и газов АХОВ (органических, неорганических, кислых веществ, аммиака и аминов) при концентрации 50 ПДК не менее 30 минут. В части защиты от радиоактивных веществ фильтр соответствует требованиям ГОСТ Р 22.3.06-97 «Безопасность в чрезвычайных ситуациях. Средства защиты от радиоактивных веществ».</span></p>";"0";"zapasnye-filtry-k-respiratoru-briz-3202";respgp_004.jpg;"2000";"-1";"0";"Дверь Пиано";"Дверь Пиано";"Межкомнатная дверь Пиано с покрытием из декоративная финиш-пленки Letron (Германия)";0;"0";"1";"54";0;"520des,4516s,2009M,4520K,1006A";;;UAH;"Изготовитель=Бриз&Покрытие=Финиш-пленка Letron";
